Index,Title,Artist,Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity
1723,KarmaPolice,Radiohead,alternative rock,1997,75,51,36,-9,17,32,264,6,3,74
1724,Everlong,Foo Fighters,alternative metal,1997,158,88,41,-6,8,36,251,0,4,77
1725,OpFietse,Skik,dutch indie,1997,104,86,53,-5,24,86,291,19,3,46
1726,ParanoidAndroid,Radiohead,alternative rock,1997,164,85,25,-7,5,19,387,4,6,67
1727,LopenTotDeZonKomt,Acda en de Munnik,dutch cabaret,1997,100,33,43,-9,14,36,206,89,3,49
1728,IntoMyArmsRemasteredVersion,Nick Cave & The Bad Seeds,art rock,1997,94,9,48,-18,11,22,256,89,4,65
1729,Engel,Rammstein,alternative metal,1997,96,66,64,-6,30,33,264,1,3,60
1730,kHebJeLief,Paul de Leeuw,dutch cabaret,1997,136,37,53,-12,9,22,284,73,4,54
1731,ChanChan,Buena Vista Social Club,latin jazz,1997,166,50,40,-12,10,68,257,83,4,68
1732,Firestarter,The Prodigy,big beat,1997,142,95,53,-5,16,38,280,0,8,64
1733,TheUnforgivenII,Metallica,alternative metal,1997,133,88,49,-5,27,25,396,0,4,55
1734,SmackMyBitchUp,The Prodigy,big beat,1997,136,99,61,-5,11,23,343,0,15,65
1735,YoullNeverWalkAlone,Gerry & The Pacemakers,adult standards,1997,113,37,47,-5,19,22,160,25,3,55
1736,GoodRiddanceTimeofYourLife,Green Day,modern rock,1997,95,43,48,-8,16,65,153,18,3,75
1737,CandleInTheWind,Elton John,glam rock,1997,126,31,45,-8,17,37,250,98,3,53
1738,NoSurprises,Radiohead,alternative rock,1997,76,39,26,-11,11,12,229,6,3,71
1739,AlsHetVuurGedoofdIs,Acda en de Munnik,dutch cabaret,1997,92,64,56,-8,14,61,234,49,3,42
1740,LittleGreenBag,George Baker Selection,classic uk pop,1997,103,61,71,-14,8,88,195,4,3,44
1741,BedsAreBurningRemastered,Midnight Oil,australian rock,1997,119,50,75,-9,9,34,258,1,4,63
1742,MyHeartWillGoOnLoveThemefromTitanic,Céline Dion,canadian pop,1997,99,28,43,-12,12,4,280,73,3,75
1743,tDondertEntBliksemt,Guus Meeuwis,dutch pop,1997,121,95,70,-4,9,89,192,64,7,50
1744,Breathe,The Prodigy,big beat,1997,130,82,68,-6,4,32,335,1,5,66
1745,TheMemoryRemains,Metallica,alternative metal,1997,144,90,43,-4,21,60,279,0,4,51
1746,NoubliezJamais,Joe Cocker,album rock,1997,87,49,59,-8,6,35,283,14,2,35
1747,TellHim,Barbra Streisand,adult standards,1997,76,40,34,-9,11,7,291,76,4,47
1748,MooiLiedje,Acda en de Munnik,dutch cabaret,1997,177,21,49,-11,10,22,179,96,4,42
1749,CantStandLosingYou,The Police,album rock,1997,142,63,76,-10,4,93,181,35,31,45
1750,Songbird,Eva Cassidy,adult standards,1997,153,23,38,-12,13,15,225,85,3,61
1751,HierKomtDeStorm,Frank Boeijen Groep,dutch cabaret,1997,89,77,41,-8,24,43,388,51,4,31
1752,TheDrugsDontWork,The Verve,alternative rock,1997,77,52,44,-9,15,18,305,18,3,64
1753,AroundtheWorld,Daft Punk,electro,1997,121,80,96,-5,9,84,430,0,15,70
1754,SomebodytoLove,George Michael,dance rock,1998,110,86,33,-7,97,38,319,5,5,57
1755,NobodysWife,Anouk,dutch indie,1998,98,91,51,-7,17,46,206,1,4,33
1756,AlsZeErNietIs,De Dijk,dutch indie,1998,166,49,38,-12,11,21,211,24,6,50
1757,CarelessWhisper,George Michael,dance rock,1998,153,63,57,-9,27,79,300,13,4,76
1758,WhiskeyInTheJar,Metallica,alternative metal,1998,133,97,51,-4,19,53,305,0,4,61
1759,DontLettheSunGoDownonMe,George Michael,dance rock,1998,135,55,44,-8,54,26,347,49,3,66
1760,TheWholeoftheMoon,The Waterboys,art rock,1998,106,85,54,-6,60,60,299,7,3,59
1761,LiefsUitLonden,BLØF,dutch pop,1998,77,13,44,-19,18,13,239,81,4,51
1762,NarcoticLongVersion,Liquido,german alternative rock,1998,102,59,59,-7,8,36,278,0,3,42
1763,NewYearsDay,U2,irish rock,1998,133,80,52,-6,61,63,257,0,3,58
1764,CowboysandAngels,George Michael,dance rock,1998,128,51,57,-13,13,28,435,4,3,43
1765,ZelfsJeNaamIsMooi,Henk Westbroek,alternative pop rock,1998,94,46,56,-7,21,45,270,38,2,49
1766,ToenIkJeZagSingleVersion,Hero,pop,1998,81,20,37,-14,30,14,205,71,4,47
1767,IDontWanttoMissaThingFromArmageddonSoundtrack,Aerosmith,album rock,1998,121,66,38,-5,25,14,299,17,3,76
1768,FieldsOfGold,Eva Cassidy,adult standards,1998,80,9,46,-15,8,31,282,97,3,62
1769,ADifferentCorner,George Michael,dance rock,1998,99,29,27,-10,11,15,244,86,3,58
1770,Teardrop,Massive Attack,big beat,1998,77,42,62,-9,14,22,331,2,4,69
1771,Faith,George Michael,dance rock,1998,96,50,92,-10,7,56,194,1,10,46
1772,FatherFigure,George Michael,dance rock,1998,102,39,48,-11,8,25,340,23,3,51
1773,NietOfNooitGeweest,Acda en de Munnik,dutch cabaret,1998,122,51,48,-10,17,51,242,38,4,54
1774,IsDitNuLater,Stef Bos,christelijk,1998,134,51,41,-9,69,38,257,52,4,39
1775,DeBestemming,Marco Borsato,dutch cabaret,1998,109,50,27,-9,10,13,266,28,3,50
1776,FreakOnaLeash,Korn,alternative metal,1998,103,90,35,-6,39,53,256,0,5,73
1777,Onderuit,De Dijk,dutch indie,1998,118,57,68,-9,9,65,313,10,3,35
1778,Nonnonriennachang,Les Poppys,alternative pop rock,1998,84,48,50,-8,20,47,190,48,9,50
1779,ImNotsoTough,Ilse DeLange,dutch americana,1998,117,58,73,-8,10,55,268,2,3,40
1780,KillerPapaWasaRollinStone,George Michael,dance rock,1998,122,98,71,-7,76,58,255,3,5,51
1781,IKnewYouWereWaitingForMe,George Michael,dance rock,1998,108,84,72,-5,24,68,238,26,5,63
1782,IfYouTolerateThisYourChildrenWillBeNext,Manic Street Preachers,alternative rock,1998,96,80,22,-6,9,26,291,0,4,37
1783,PrayingforTime,George Michael,dance rock,1998,128,80,57,-8,9,21,281,2,3,45
1784,Hilversum,Herman van Veen,dutch pop,1998,91,22,69,-15,11,47,233,92,6,39
1785,TheReflex,Duran Duran,dance rock,1998,127,90,56,-6,57,80,267,12,10,50
1786,WorldofHurt,Ilse DeLange,dutch americana,1998,99,47,87,-10,13,64,234,62,4,40
1787,As,George Michael,dance rock,1998,93,74,67,-8,20,77,282,14,19,61
1788,PureMorning,Placebo,alternative rock,1998,81,90,39,-7,11,20,255,4,7,60
1789,ShesTheOne,Robbie Williams,dance pop,1998,167,61,24,-8,22,33,258,66,3,68
1790,IkHebJeLief,Stef Bos,christelijk,1998,131,48,30,-12,73,24,231,77,6,44
1791,PrettyFlyForAWhiteGuy,The Offspring,alternative metal,1998,143,90,72,-4,7,96,189,9,10,72
1792,ICantMakeYouLoveMe,George Michael,dance rock,1998,116,19,56,-13,11,12,321,73,3,53
1793,PraiseYou,Fatboy Slim,big beat,1998,110,89,60,-9,17,53,323,10,5,44
1794,Sacrifice,Anouk,dutch indie,1998,136,17,54,-13,9,24,238,74,5,11
1795,Toveren,Herman van Veen,dutch pop,1998,145,28,81,-15,21,81,206,58,3,44
1796,KissingaFool,George Michael,dance rock,1998,117,27,39,-14,11,17,275,17,3,56
1797,HijodelaLuna,Mecano,latin,1998,179,54,45,-7,6,61,266,68,3,62
1798,SlaapZachtElisabeth,Acda en de Munnik,dutch cabaret,1998,174,38,44,-11,10,19,263,36,3,37
1799,Angels,Robbie Williams,dance pop,1999,150,59,44,-7,10,25,266,15,3,50
1800,TearsinHeaven,Eric Clapton,album rock,1999,154,24,50,-12,13,31,272,84,3,61
1801,Californication,Red Hot Chili Peppers,alternative rock,1999,96,77,59,-3,13,33,330,0,3,81
1802,HarderDanIkHebbenKan,BLØF,dutch pop,1999,90,40,62,-10,15,35,254,9,2,57
1803,LearntoFly,Foo Fighters,alternative metal,1999,136,92,47,-4,26,54,235,0,4,74
1804,TotalEclipseoftheHeart,Bonnie Tyler,europop,1999,130,66,44,-8,10,18,270,20,7,75
1805,ScarTissue,Red Hot Chili Peppers,alternative rock,1999,89,72,60,-5,11,55,216,8,3,77
1806,Otherside,Red Hot Chili Peppers,alternative rock,1999,123,80,46,-3,8,51,255,0,6,78
1807,YoullBeInMyHeartFromTarzanSoundtrackVersion,Phil Collins,mellow gold,1999,97,74,57,-6,9,66,258,6,3,62
1808,LetMeEntertainYou,Robbie Williams,dance pop,1999,125,96,46,-5,9,37,261,0,7,44
1809,RoadTrippin,Red Hot Chili Peppers,alternative rock,1999,204,47,24,-8,12,39,205,31,4,62
1810,JesusHeKnowsMe,Genesis,album rock,1999,95,87,60,-7,8,65,256,57,4,18
1811,TheFamilyTree,Venice,alternative rock,1999,127,10,34,-16,10,26,205,81,3,41
1812,Porcelain,Moby,downtempo,1999,95,64,30,-8,25,33,241,0,3,54
1813,Unintended,Muse,modern rock,1999,139,28,49,-12,11,16,237,65,3,61
1814,LASong,Beth Hart,blues rock,1999,130,62,77,-8,9,51,217,10,4,41
1815,TheDolphinsCry,Live,alternative metal,1999,150,79,34,-6,14,43,264,0,4,56
1816,AllStar,Smash Mouth,alternative rock,1999,104,87,73,-6,9,78,200,4,3,80
1817,WhyDoesMyHeartFeelSoBad,Moby,downtempo,1999,98,62,60,-7,8,5,265,0,3,45
1818,IlVolo,Zucchero,classic italian pop,1999,150,40,45,-12,6,17,332,3,3,24
1819,TheNextEpisode,Dr   Dre,g funk,1999,95,91,92,-2,9,31,162,3,27,70
1820,GeenKindMeer,Karin Bloemen,dutch cabaret,1999,77,17,50,-16,14,25,263,95,3,38
1821,AllTheSmallThings,blink-182,pop punk,1999,149,90,43,-5,61,68,167,1,5,79
1822,RunToTheWater,Live,alternative metal,1999,181,85,15,-5,9,29,268,0,5,48
1823,HartVanMijnGevoel,De Kast,dutch pop,1999,140,43,44,-10,14,26,269,54,3,44
1824,SmoothfeatRobThomas,Santana,blues rock,1999,116,92,61,-4,30,96,295,16,3,70
1825,MyNameIs,Eminem,detroit hip hop,1999,86,68,87,-6,9,82,268,4,32,72
1826,DesertRose,Sting,permanent wave,1999,112,65,58,-8,11,13,286,1,3,52
1827,HeyBoyHeyGirl,The Chemical Brothers,alternative dance,1999,127,92,63,-5,11,36,290,12,5,65
1828,AtLast,Etta James,adult standards,1960,87,35,27,-9,33,33,180,55,3,74
1829,CantHelpFallinginLove,Elvis Presley,adult standards,1961,100,29,40,-14,11,34,182,94,3,78
1830,FlyMeToTheMoonInOtherWords,Frank Sinatra,adult standards,1962,119,26,67,-14,6,37,147,45,5,77
1831,StandbyMe,Ben E   King,adult standards,1962,118,31,65,-9,7,61,180,57,4,77
1832,OhPrettyWoman,Roy Orbison,adult standards,1962,127,60,62,-9,7,96,179,72,3,73
1833,RingofFire,Johnny Cash,arkansas country,1963,104,59,66,-8,35,78,158,62,3,71
1834,BlowinintheWind,Bob Dylan,album rock,1963,175,10,38,-21,6,44,165,91,5,69
1835,InDreams,Roy Orbison,adult standards,1963,108,44,50,-10,13,71,169,67,3,57
1836,TwistAndShoutRemastered,The Beatles,british invasion,1963,125,85,48,-9,4,94,155,64,5,74
1837,AreYouLonesomeTonight,Elvis Presley,adult standards,1963,66,9,36,-18,11,19,187,92,5,59
1838,ISawHerStandingThereRemastered,The Beatles,british invasion,1963,160,80,49,-10,7,97,174,27,4,71
1839,DontThinkTwiceItsAllRight,Bob Dylan,album rock,1963,111,24,60,-17,25,47,217,89,4,65
1840,TheSoundofSilenceAcousticVersion,Simon & Garfunkel,classic rock,1964,107,22,53,-14,11,33,185,84,3,75
1841,HouseOfTheRisingSun,The Animals,album rock,1964,117,58,30,-7,10,23,271,0,3,69
1842,FolsomPrisonBlues,Johnny Cash,arkansas country,1964,111,53,69,-10,28,78,156,19,3,58
1843,TheTimesTheyAreAChangin,Bob Dylan,album rock,1964,172,40,39,-8,8,59,192,89,3,69
1844,AChangeIsGonnaCome,Sam Cooke,adult standards,1964,174,38,21,-10,30,45,191,72,3,66
1845,AHardDaysNightRemastered,The Beatles,british invasion,1964,139,81,59,-6,10,80,154,14,4,69
1846,Nathalie,Gilbert Bécaud,chanson,1964,135,63,42,-7,59,81,245,75,8,53
1847,EightDaysAWeekRemastered,The Beatles,british invasion,1964,138,58,65,-8,12,74,164,41,4,66
1848,ItsAllOverNowMonoVersion,The Rolling Stones,album rock,1964,99,69,60,-11,33,76,206,2,3,46
1849,YesterdayRemastered,The Beatles,british invasion,1965,97,18,33,-12,9,32,126,88,3,78
1850,ICantGetNoSatisfactionMonoVersion,The Rolling Stones,album rock,1965,136,86,72,-8,13,93,223,4,3,77
1851,LikeaRollingStone,Bob Dylan,album rock,1965,95,72,48,-7,19,56,370,73,3,71
1852,NorwegianWoodThisBirdHasFlownRemastered,The Beatles,british invasion,1965,177,37,43,-12,11,65,125,18,4,69
1853,HelpRemastered,The Beatles,british invasion,1965,95,73,53,-8,10,76,140,19,3,73
1854,UnchainedMelody,The Righteous Brothers,adult standards,1965,99,21,34,-17,18,29,218,40,3,70
1855,MichelleRemastered,The Beatles,british invasion,1965,117,29,58,-13,11,67,162,65,3,67
1856,FeelingGood,Nina Simone,adult standards,1965,79,33,40,-9,19,55,174,86,4,74
1857,MyGenerationStereoVersion,The Who,album rock,1965,97,78,41,-9,8,71,199,31,6,71
1858,InMyLifeRemastered,The Beatles,british invasion,1965,103,44,69,-11,11,44,146,45,3,74
1859,AsTearsGoByMonoVersion,The Rolling Stones,album rock,1965,113,28,33,-11,18,37,165,72,3,53
1860,ItWasAVeryGoodYear,Frank Sinatra,adult standards,1965,80,14,22,-15,11,13,267,86,3,62
1861,TimeIsOnMySideMonoVersion,The Rolling Stones,album rock,1965,100,65,53,-9,11,42,179,29,4,53
1862,LittleRedRoosterMonoVersion,The Rolling Stones,album rock,1965,109,43,72,-12,10,67,186,7,4,47
1863,MrTambourineMan,The Byrds,art rock,1965,120,47,46,-10,44,64,149,51,3,62
1864,PaintItBlack,The Rolling Stones,album rock,1966,159,80,46,-9,40,61,202,5,9,78
1865,GodOnlyKnowsRemastered,The Beach Boys,baroque pop,1966,117,49,52,-8,6,48,173,25,3,72
1866,CaliforniaDreaminSingleVersion,The Mamas & The Papas,adult standards,1966,112,61,55,-10,5,64,162,35,3,76
1867,EleanorRigbyRemastered,The Beatles,british invasion,1966,138,28,58,-9,31,81,127,94,4,71
1868,RiverDeepMountainHigh,Ike & Tina Turner,brill building pop,1966,83,75,39,-7,14,27,215,78,4,57
1869,ThatsLife,Frank Sinatra,adult standards,1966,112,44,55,-14,44,63,187,53,7,75
1870,JumpinJackFlashMono,The Rolling Stones,album rock,1966,137,90,60,-7,7,62,219,4,5,65
1871,ScarboroughFairCanticle,Simon & Garfunkel,classic rock,1966,129,25,34,-16,11,30,190,65,3,63
1872,SloopJohnBRemastered,The Beach Boys,baroque pop,1966,126,75,57,-5,9,90,180,40,3,61
1873,HomewardBound,Simon & Garfunkel,classic rock,1966,93,38,49,-12,10,53,150,83,3,65
1874,UnderMyThumb,The Rolling Stones,album rock,1966,127,49,73,-14,9,80,222,30,4,64
1875,IWantYou,Bob Dylan,album rock,1966,100,68,51,-8,8,79,185,36,4,58
1876,WhenaManLovesaWoman,Percy Sledge,classic soul,1966,97,15,52,-20,12,21,174,13,3,66
1877,SunnyAfternoonMonoMix,The Kinks,album rock,1966,125,47,60,-8,6,49,211,10,3,67
1878,HowCanWeHangOnToADream,Tim Hardin,classic uk pop,1966,127,18,56,-15,15,37,123,83,4,48
1879,MondayMondaySingleVersion,The Mamas & The Papas,adult standards,1966,110,46,49,-9,57,71,208,74,3,62
1880,ForNoOneRemastered,The Beatles,british invasion,1966,81,35,48,-10,12,71,120,78,3,63
1881,ItsAMansMansMansWorld,James Brown & The Famous Flames,motown,1966,81,24,54,-17,13,57,167,69,4,63
1882,TryaLittleTenderness,Otis Redding,classic soul,1966,103,13,59,-15,26,7,202,19,6,64
1883,WouldntItBeNiceStereoMix,The Beach Boys,baroque pop,1966,125,63,39,-7,13,72,153,72,3,72
1884,NightsInWhiteSatinSingleVersionMonoMix,The Moody Blues,album rock,1967,85,48,20,-5,7,17,269,47,3,68
1885,TheEnd,The Doors,album rock,1967,106,30,35,-12,14,3,703,16,3,61
1886,ADayInTheLifeRemastered,The Beatles,british invasion,1967,163,46,36,-14,92,18,337,29,7,67
1887,BrownEyedGirl,Van Morrison,classic rock,1967,151,58,49,-11,41,91,183,18,4,79
1888,Respect,Aretha Franklin,adult standards,1967,115,56,81,-5,5,97,148,16,4,73
1889,WhiteRabbit,Jefferson Airplane,album rock,1967,107,29,55,-13,9,32,151,49,3,69
1890,PennyLane,The Beatles,british invasion,1967,114,39,63,-10,10,65,182,41,4,45
1891,Suzanne,Leonard Cohen,canadian folk,1967,132,17,41,-16,11,35,229,92,4,66
1892,HeyJoe,Jimi Hendrix,album rock,1967,169,77,35,-6,2,53,210,1,4,71
1893,GoodVibrationsRemastered,The Beach Boys,baroque pop,1967,133,47,40,-8,11,39,219,33,3,71
1894,LightMyFire,The Doors,album rock,1967,125,73,41,-6,9,44,430,37,3,72
1895,StrawberryFieldsForeverRemastered,The Beatles,british invasion,1967,98,50,39,-12,7,29,247,34,18,70
1896,SoLongMarianne,Leonard Cohen,canadian folk,1967,95,40,54,-11,10,23,341,70,3,62
1897,LittleWing,Jimi Hendrix,album rock,1967,71,53,52,-8,5,43,146,18,8,69
1898,TheFoolOnTheHillRemastered,The Beatles,british invasion,1967,144,26,36,-11,11,49,179,91,3,58
1899,PeopleAreStrange,The Doors,album rock,1967,119,47,70,-9,32,76,130,69,4,70
1900,TheWindCriesMary,Jimi Hendrix,album rock,1967,80,50,50,-11,20,34,201,35,5,63
1901,SgtPeppersLonelyHeartsClubBandRemastered,The Beatles,british invasion,1967,96,67,45,-9,80,58,123,9,7,65
1902,LucyInTheSkyWithDiamondsRemastered,The Beatles,british invasion,1967,65,33,31,-9,14,67,208,5,3,69
1903,PurpleHaze,Jimi Hendrix,album rock,1967,109,91,53,-5,7,49,171,1,8,72
1904,RubyTuesday,The Rolling Stones,album rock,1967,105,55,52,-11,17,52,196,83,3,63
1905,AllYouNeedIsLoveRemastered,The Beatles,british invasion,1967,103,48,40,-8,16,65,230,35,3,68
1906,HeAintHeavyHesMyBrother,The Hollies,adult standards,1967,76,44,31,-7,51,22,258,41,3,50
1907,WhenImSixtyFourRemastered,The Beatles,british invasion,1967,140,24,70,-13,9,66,158,63,5,65
1908,SomebodyWillKnowSomeday,Cuby & The Blizzards,dutch indie,1967,82,24,55,-14,12,33,413,18,4,37
1909,IAmTheWalrusRemastered,The Beatles,british invasion,1967,85,56,40,-11,59,65,276,8,5,65
1910,GuitarMan,Elvis Presley,adult standards,1967,114,66,60,-13,7,91,139,54,6,41
1911,AintNoMountainHighEnough,Marvin Gaye,classic soul,1967,130,60,66,-11,18,80,152,43,3,80
1912,SanFranciscoBeSuretoWearSomeFlowersInYourHair,Scott McKenzie,bubblegum pop,1967,112,67,50,-6,22,48,179,5,3,53
1913,ShesLeavingHomeRemastered,The Beatles,british invasion,1967,128,21,38,-12,11,39,215,94,3,63
1914,ImaBelieverRemaster,The Monkees,brill building pop,1967,80,78,53,-6,22,96,167,71,4,73
1915,WaterlooSunsetMonoMix,The Kinks,album rock,1967,108,69,51,-7,17,42,194,16,2,66
1916,SunshineOfYourLove,Cream,album rock,1967,115,48,68,-13,12,78,250,48,4,74
1917,BreakonThroughTotheOtherSide,The Doors,album rock,1967,90,75,42,-10,17,79,146,20,5,72
1918,SomebodytoLove,Jefferson Airplane,album rock,1967,132,58,50,-9,32,65,175,41,3,69
1919,GreenGreenGrassOfHome,Tom Jones,adult standards,1967,95,41,54,-13,10,82,185,16,3,62
1920,ToLoveSomebody,Bee Gees,adult standards,1967,90,38,42,-13,27,52,182,73,3,66
1921,PastoraleRemastered,Liesbeth List,dutch rock,1968,112,52,46,-9,28,35,256,65,3,45
1922,SittinOntheDockoftheBay,Otis Redding,classic soul,1968,104,37,77,-11,8,54,164,68,3,73
1923,BlackbirdRemastered,The Beatles,british invasion,1968,94,13,69,-14,6,37,138,75,3,74
1924,IPutASpellOnYou,Creedence Clearwater Revival,album rock,1968,100,73,39,-8,10,62,272,0,3,60
1925,WhileMyGuitarGentlyWeepsRemastered,The Beatles,british invasion,1968,115,65,45,-9,17,70,285,2,3,70
1926,AllAlongtheWatchtower,Jimi Hendrix,album rock,1968,113,81,44,-6,8,56,241,0,6,77
1927,WindowOfMyEyesFromTheAmericanSoundtrack,Cuby & The Blizzards,dutch indie,1968,184,53,41,-9,31,41,206,19,3,43
1928,ISayaLittlePrayer,Aretha Franklin,adult standards,1968,133,36,59,-14,6,50,217,48,4,75
1929,YouMakeMeFeelLikeANaturalWoman,Aretha Franklin,adult standards,1968,111,32,65,-9,19,28,167,21,3,69
1930,WhiteRoom,Cream,album rock,1968,110,58,55,-13,4,46,298,19,3,74
1931,MrsRobinsonFromTheGraduateSoundtrack,Simon & Garfunkel,classic rock,1968,92,46,61,-14,7,81,244,71,5,76
1932,WhatAWonderfulWorldSingleVersion,Louis Armstrong,adult standards,1968,77,17,27,-21,12,20,139,73,4,68
1933,Lea,The Cats,classic uk pop,1968,167,52,18,-8,6,42,222,39,3,48
1934,TheWeightRemastered,The Band,album rock,1968,144,55,63,-9,10,52,274,37,5,72
1935,AintGotNoIGotLifeRemastered,Nina Simone,adult standards,1968,122,72,62,-10,76,89,176,20,4,48
1936,VoodooChildSlightReturn,Jimi Hendrix,album rock,1968,176,91,21,-7,5,45,313,48,39,67
1937,SuzieQ,Creedence Clearwater Revival,album rock,1968,130,62,44,-11,17,70,517,6,3,56
1938,BornToBeWildSingleVersion,Steppenwolf,album rock,1968,146,73,44,-12,24,54,213,26,10,67
1939,Words,Bee Gees,adult standards,1968,80,29,26,-10,16,25,198,14,3,59
1940,Massachussetts,Bee Gees,adult standards,1968,102,44,48,-14,6,42,148,1,3,57
1941,TimesWereWhen,The Cats,classic uk pop,1968,99,56,45,-9,5,61,191,24,3,43
1942,IStartedAJoke,Bee Gees,adult standards,1968,145,46,31,-9,13,43,188,16,3,66
1943,MacArthurPark,Richard Harris,pop,1968,170,34,25,-16,14,37,450,80,3,36
1944,IdRatherGoBlind,Etta James,adult standards,1968,83,43,48,-6,15,61,157,69,2,67
1945,DaydreamBeliever,The Monkees,brill building pop,1968,126,49,51,-10,11,65,180,26,3,69
1946,BackInTheUSSRRemastered,The Beatles,british invasion,1968,142,97,48,-7,6,49,163,7,9,66
1947,GirlYoullBeAWomanSoon,Neil Diamond,adult standards,1968,110,64,52,-6,32,66,180,57,3,59
1948,HereComesTheSunRemastered,The Beatles,british invasion,1969,129,54,56,-10,18,39,186,3,3,82
1949,SpaceOddityRemaster,David Bowie,album rock,1969,140,44,30,-13,18,43,319,7,3,73
1950,GimmeShelter,The Rolling Stones,album rock,1969,119,63,63,-8,17,49,271,45,3,76
1951,SuspiciousMinds,Elvis Presley,adult standards,1969,117,38,49,-11,41,71,261,4,3,72
1952,WholeLottaLoveRemaster,Led Zeppelin,album rock,1969,90,90,41,-12,41,42,334,5,41,76
1953,SweetCaroline,Neil Diamond,adult standards,1969,63,13,53,-16,24,58,204,61,3,78
1954,FortunateSon,Creedence Clearwater Revival,album rock,1969,133,66,64,-8,15,66,141,20,4,80
1955,IntheGhetto,Elvis Presley,adult standards,1969,89,27,40,-17,11,49,167,72,3,63
1956,BadMoonRising,Creedence Clearwater Revival,album rock,1969,179,77,51,-6,6,94,142,6,3,77
1957,YouCantAlwaysGetWhatYouWant,The Rolling Stones,album rock,1969,86,62,32,-10,25,47,449,64,6,67
1958,WithALittleHelpFromMyFriends,Joe Cocker,album rock,1969,145,43,31,-11,10,31,312,29,6,69
1959,MyWay,Frank Sinatra,adult standards,1969,75,38,40,-7,12,23,277,70,3,73
1960,ComeTogetherRemastered,The Beatles,british invasion,1969,165,38,53,-12,9,19,260,3,4,79
1961,SomethingRemastered,The Beatles,british invasion,1969,134,34,40,-11,14,38,182,20,3,72
1962,AlbatrossRemaster,Fleetwood Mac,album rock,1969,136,6,32,-22,14,26,191,83,4,50
1963,JustALittleBitOfPeaceInMyHeart,Golden Earring,album rock,1969,95,72,27,-6,6,26,320,1,3,42
1964,Venus,Shocking Blue,classic rock,1969,128,76,69,-6,8,96,188,46,4,59
1965,SonofaPreacherMan,Dusty Springfield,adult standards,1969,182,50,40,-11,13,82,149,39,8,61
1966,PinballWizard,The Who,album rock,1969,124,72,54,-9,26,47,181,2,4,69
1967,Marian,The Cats,classic uk pop,1969,80,45,39,-10,19,39,240,0,3,46
1968,ProudMary,Creedence Clearwater Revival,album rock,1969,121,39,72,-17,5,79,187,16,3,60
1969,BeautifulPeople,Melanie,classic uk pop,1969,129,44,54,-9,40,37,215,61,5,44
1970,OhWellPtRemaster,Fleetwood Mac,album rock,1969,103,59,47,-10,14,22,202,20,14,41
1971,BornOnTheBayou,Creedence Clearwater Revival,album rock,1969,117,39,68,-16,11,55,315,7,5,59
1972,ScarletRibbons,The Cats,classic uk pop,1969,101,42,48,-10,14,47,197,9,3,44
1973,TheThrillIsGone,B  B   King,blues,1969,91,46,55,-9,10,54,325,34,3,60
1974,DazedandConfused,Led Zeppelin,album rock,1969,87,55,27,-10,10,43,386,4,5,63
1975,Overture,The Who,album rock,1969,118,62,48,-10,14,19,320,6,3,43
1976,StreetsofLondon,Ralph McTell,british folk,1969,156,30,40,-15,10,19,249,63,3,57
1977,DownOnTheCorner,Creedence Clearwater Revival,album rock,1969,108,54,86,-9,7,87,166,58,8,73
1978,AppleknockersFlophouse,Cuby & The Blizzards,dutch indie,1969,197,71,31,-9,26,67,151,0,10,34
1979,TheFirstTimeEverISawYourFace,Roberta Flack,adult standards,1969,121,3,31,-22,16,14,261,73,4,64
1980,TouchMe,The Doors,album rock,1969,109,90,43,-5,12,77,190,41,7,68
1981,Summertime,Brainbox,dutch prog,1969,89,55,38,-9,31,25,263,4,3,36
1982,MidnightRambler,The Rolling Stones,album rock,1969,75,66,40,-10,17,51,413,77,12,50
1983,GetReady,Rare Earth,blues rock,1969,127,87,41,-6,83,65,"1,292",0,4,45
1984,BlackMagicWomanRemaster,Fleetwood Mac,album rock,1969,129,41,46,-11,28,44,173,5,4,48
1985,SuiteJudyBlueEyesRemastered,Crosby  Stills & Nash,album rock,1969,154,36,45,-13,20,30,444,47,4,67
1986,BlueSuedeShoes,Elvis Presley,adult standards,1956,95,66,56,-8,14,96,119,65,6,62
1987,JailhouseRock,Elvis Presley,adult standards,1958,167,58,65,-10,7,92,146,41,8,73
1988,MyBabyJustCaresforMeRemasteredVersion,Nina Simone,adult standards,1958,119,24,75,-15,9,43,216,83,12,68
1989,Summertime,Louis Armstrong,adult standards,1958,168,7,17,-21,14,10,298,92,3,66
1990,HeartbreakHotel,Elvis Presley,adult standards,1958,94,21,70,-12,11,72,128,84,7,63
1991,HoundDog,Elvis Presley,adult standards,1958,175,76,36,-8,76,95,136,73,6,69
1992,JohnnyBGoode,Chuck Berry,blues rock,1959,168,80,53,-9,31,97,162,74,7,74
1993,TakeFive,The Dave Brubeck Quartet,bebop,1959,174,26,45,-13,7,60,324,54,4,65
1994,BlueberryHill,Fats Domino,adult standards,1959,133,50,49,-10,16,83,148,74,3,56
